problem_id,title,difficulty,tags,text
prob-bank-048,Accenture BST Range Inspector 3,Hard,Binary Search Trees Accenture TCS Company Wise,"Accenture BST Range Inspector 3 Binary Search Trees Accenture TCS Company Wise Accenture placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-049,Capgemini Priority Heap Ranker 3,Easy,Heaps Capgemini JP Morgan Company Wise,"Capgemini Priority Heap Ranker 3 Heaps Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-050,Cognizant Graph Route Planner 3,Medium,Graphs Cognizant Flipkart Company Wise,"Cognizant Graph Route Planner 3 Graphs Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-051,Goldman Sachs Recursive State Explorer 3,Hard,Recursion Goldman Sachs Google Company Wise,"Goldman Sachs Recursive State Explorer 3 Recursion Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-052,JP Morgan Backtracking Choice Builder 3,Easy,Backtracking JP Morgan Airbnb Company Wise,"JP Morgan Backtracking Choice Builder 3 Backtracking JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-053,Deloitte Greedy Placement Optimizer 3,Medium,Greedy Algorithms Deloitte Accenture Company Wise,"Deloitte Greedy Placement Optimizer 3 Greedy Algorithms Deloitte Accenture Company Wise Deloitte placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-054,PayPal DP Interview Grid 3,Hard,Dynamic Programming PayPal Atlassian Company Wise,"PayPal DP Interview Grid 3 Dynamic Programming PayPal Atlassian Company Wise PayPal placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-055,Atlassian Trie Prefix Directory 3,Easy,Tries Atlassian PhonePe Company Wise,"Atlassian Trie Prefix Directory 3 Tries Atlassian PhonePe Company Wise Atlassian placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-056,Cisco Segment Tree Query Engine 3,Medium,Segment Trees Cisco Apple Company Wise,"Cisco Segment Tree Query Engine 3 Segment Trees Cisco Apple Company Wise Cisco placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-057,Intel Bitmask Eligibility Filter 3,Hard,Bit Manipulation Intel Oracle Company Wise,"Intel Bitmask Eligibility Filter 3 Bit Manipulation Intel Oracle Company Wise Intel placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-058,NVIDIA Sliding Window Signal 3,Easy,Sliding Window NVIDIA Goldman Sachs Company Wise,"NVIDIA Sliding Window Signal 3 Sliding Window NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-059,Flipkart Two Pointer Interview Sweep 3,Medium,Two Pointers Flipkart NVIDIA Company Wise,"Flipkart Two Pointer Interview Sweep 3 Two Pointers Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-060,Swiggy System Constraint Challenge 3,Hard,Advanced Interview Problems Swiggy Amazon Company Wise,"Swiggy System Constraint Challenge 3 Advanced Interview Problems Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-061,Zomato Array Window Balancer 4,Easy,Arrays Zomato Uber Company Wise,"Zomato Array Window Balancer 4 Arrays Zomato Uber Company Wise Zomato placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-062,PhonePe String Pattern Normalizer 4,Medium,Strings PhonePe Wipro Company Wise,"PhonePe String Pattern Normalizer 4 Strings PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-063,Razorpay Linked List Pointer Repair 4,Hard,Linked Lists Razorpay PayPal Company Wise,"Razorpay Linked List Pointer Repair 4 Linked Lists Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-064,Zoho Stack Sequence Validator 4,Easy,Stacks Zoho Zomato Company Wise,"Zoho Stack Sequence Validator 4 Stacks Zoho Zomato Company Wise Zoho placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-065,Amazon Queue Throughput Scheduler 4,Medium,Queues Amazon Meta Company Wise,"Amazon Queue Throughput Scheduler 4 Queues Amazon Meta Company Wise Amazon placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-066,Google Hash Map Collision Resolver 4,Hard,Hashing Google Salesforce Company Wise,"Google Hash Map Collision Resolver 4 Hashing Google Salesforce Company Wise Google placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-067,Microsoft Binary Tree Path Auditor 4,Easy,Trees Microsoft Cognizant Company Wise,"Microsoft Binary Tree Path Auditor 4 Trees Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-068,Meta BST Range Inspector 4,Medium,Binary Search Trees Meta Intel Company Wise,"Meta BST Range Inspector 4 Binary Search Trees Meta Intel Company Wise Meta placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-069,Apple Priority Heap Ranker 4,Hard,Heaps Apple Zoho Company Wise,"Apple Priority Heap Ranker 4 Heaps Apple Zoho Company Wise Apple placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-070,Netflix Graph Route Planner 4,Easy,Graphs Netflix Adobe Company Wise,"Netflix Graph Route Planner 4 Graphs Netflix Adobe Company Wise Netflix placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-071,Adobe Recursive State Explorer 4,Medium,Recursion Adobe Infosys Company Wise,"Adobe Recursive State Explorer 4 Recursion Adobe Infosys Company Wise Adobe placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-072,Uber Backtracking Choice Builder 4,Hard,Backtracking Uber Deloitte Company Wise,"Uber Backtracking Choice Builder 4 Backtracking Uber Deloitte Company Wise Uber placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-073,Airbnb Greedy Placement Optimizer 4,Easy,Greedy Algorithms Airbnb Swiggy Company Wise,"Airbnb Greedy Placement Optimizer 4 Greedy Algorithms Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-074,Stripe DP Interview Grid 4,Medium,Dynamic Programming Stripe Microsoft Company Wise,"Stripe DP Interview Grid 4 Dynamic Programming Stripe Microsoft Company Wise Stripe placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-075,Salesforce Trie Prefix Directory 4,Hard,Tries Salesforce Stripe Company Wise,"Salesforce Trie Prefix Directory 4 Tries Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-076,Oracle Segment Tree Query Engine 4,Easy,Segment Trees Oracle Capgemini Company Wise,"Oracle Segment Tree Query Engine 4 Segment Trees Oracle Capgemini Company Wise Oracle placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-077,TCS Bitmask Eligibility Filter 4,Medium,Bit Manipulation TCS Cisco Company Wise,"TCS Bitmask Eligibility Filter 4 Bit Manipulation TCS Cisco Company Wise TCS placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Medium"
